Title,Date,Link,Description,Bill_Number
"H.R. 443, A bill to provide for the conveyance of certain property from the United States to the Maniilaq Association located in Kotzebue, Alaska","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42669,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on October 5, 2011",H.R. 443
"H.R. 2578, A bill to amend the Wild and Scenic Rivers Act related to a segment of the Lower Merced River in California","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42700,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on October 5, 2011",H.R. 2578
"S. 605, Dangerous Synthetic Drug Control Act of 2011","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42654,"Cost estimate for the bill as reported by the Senate Committee on the Judiciary on July 29, 2011",S. 605
"H.R. 588, A bill to redesignate the Noxubee National Wildlife Refuge as the &quot;Sam D. Hamilton Noxubee National Wildlife Refuge&quot;","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42670,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on October 5, 2011",H.R. 588
"H.R. 2633, Appeal Time Clarification Act of 2011","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42701,"Cost estimate for the bill as ordered reported by the Senate Committee on the Judiciary on October 13, 2011",H.R. 2633
"H.R. 2832, An act to extend the Generalized System of Preferences, and for other purposes","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42638,"Cost estimate for the bill as passed by the Senate on September 22, 2011",H.R. 2832
"H.R. 2668, A bill to designate the station of the United States Border Patrol located at 2136 South Naco Highway in Bisbee, Arizona, as the &quot;Brian A. Terry Border Patrol Station&quot;","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42655,"Cost estimate for the bill as ordered reported by the House Committee on Transportation and Infrastructure on October 13, 2011",H.R. 2668
"H.R. 674, A bill to amend the Internal Revenue Code of 1986 to repeal the imposition of 3 percent withholding on certain payments made to vendors by government entities","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42671,"Cost estimate for the bill as reported by the House Committee on Ways and Means on October 18, 2011",H.R. 674
"H.R. 2919, A bill to eliminate the reimbursement requirement for certain tornado shelters constructed with federal assistance","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42702,"Cost estimate for the bill as ordered reported by the House Committee on Transportation and Infrastructure on October 13, 2011",H.R. 2919
"S. 914, Veterans Programs Improvement Act of 2011","Mon, 31 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42774,"Pay-As-You-Go table for S. 914 with an amendment provided to CBO on October 13, 2011
",S. 914
"H.R. 3078, United States-Colombia Trade Promotion Agreement Implementation Act","Wed, 05 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42611,"Cost estimate for the bill as ordered reported by the House Committee on Ways and Means on October 5, 2011",H.R. 3078
"H.R. 3079, United States-Panama Trade Promotion Agreement Implementation Act","Wed, 05 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42612,"Cost estimate for the bill as ordered reported by the House Committee on Ways and Means on October 5, 2011",H.R. 3079
"H.R. 2480, Administrative Conference of the United States Reauthorization Act of 2011","Tue, 04 Oct 2011 12:00:00 -0400",https://www.cbo.gov/publication/42610,"Cost estimate for the bill as reported by the Senate Committee on the Judiciary on September 22, 2011",H.R. 2480
"H.R. 1741, Secure Visas Act","Fri, 30 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42546,"Cost estimate for the bill as ordered reported by the House Committee on the Judiciary on June 23, 2011",H.R. 1741
"H.R. 795, Small-Scale Hydropower Enhancement Act of 2011","Fri, 30 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42547,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on July 20, 2011",H.R. 795
"H.R. 192, Gulf of the Farallones and Cordell Bank National Marine Sanctuaries Boundary Modification and Protection Act","Fri, 30 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42548,"Cost estimate for the bill as introduced on January 5, 2011",H.R. 192
"S. 1458, Intelligence Authorization Act for Fiscal Year 2012","Fri, 30 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42549,"Cost estimate for the bill as reported by the Senate Select Committee on Intelligence on August 1, 2011",S. 1458
"H.R. 963, See Something, Say Something Act of 2011","Fri, 30 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42550,"
As ordered reported by the House Committee on the Judiciary on July 21, 2011",H.R. 963
"H.R. 2838, Coast Guard and Maritime Transportation Act of 2011","Fri, 30 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42602,"Cost estimate for the bill as ordered reported by the House Committee on Transportation and Infrastructure on September 8, 2011",H.R. 2838
"H.R. 1560, A bill to amend the Ysleta del Sur Pueblo and Alabama and Coushatta Indian Tribes of Texas Restoration Act to allow the Ysleta del Sur Pueblo Tribe to determine blood quantum requirement for membership in that tribe","Fri, 30 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42551,"
Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on July 20, 2011
",H.R. 1560
"H.J. Res. 70, A joint resolution to grant the consent of Congress to an amendment to the compact between the states of Missouri and Illinois providing that bonds issued by the Bi-State Development Agency may mature in not to exceed 40 years","Fri, 30 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42607,"Cost estimate for the bill as ordered reported by the House Committee on the Judiciary on September 21, 2011",H.J. Res. 70
"H.R. 2349, Veterans&#039; Benefits Act of 2011","Fri, 30 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42608,"Cost estimate for the bill as ordered reported by the House Committee on Veterans' Affairs on September 8, 2011",H.R. 2349
"H.R. 1447, Aviation Security Stakeholder Participation Act of 2011","Thu, 29 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42600,"Cost estimate for the bill as ordered reported by the House Committee on Homeland Security on September 21, 2011",H.R. 1447
"H.R. 1801, Risk-Based Security Screening for Members of the Armed Forces Act","Thu, 29 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42601,"Cost estimate for the bill as ordered reported by the House Committee on Homeland Security on September 21, 2011",H.R. 1801
"H.R. 915, Jaime Zapata Border Enforcement Security Task Force Act","Thu, 29 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42603,"Cost estimate for the bill as ordered reported by the House Committee on Homeland Security on September 21, 2011",H.R. 915
"S. 473, Continuing Chemical Facilities Antiterrorism Security Act of 2011","Thu, 29 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42604,"Cost estimate for the bill as ordered reported by the Senate Committee on Homeland Security and Govenmental Affairs on June 29, 2011",S. 473
"S. 893, Feral Swine Eradication and Control Pilot Program Act of 2011","Thu, 29 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42605,"Cost estimate for the bill as ordered reported by the Senate Committee on Environment and Public Works on September 21, 2011",S. 893
"S. 97, San Francisco Bay Restoration Act","Thu, 29 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42606,"Cost estimate for the bill as ordered reported by the Senate Committee on Environment and Public Works on September 21, 2011",S. 97
"H.R. 585, Small Business Size Standard Flexibility Act of 2011","Tue, 27 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42598,"Cost estimate for the bill as ordered reported by the House Committee on Small Business on July 13, 2011",H.R. 585
"H.R. 2845, Pipeline Safety, Regulatory Certainty, and Job Creation Act of 2011","Tue, 27 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42597,"Cost estimate for the bill as ordered reported by the House Committee on Transportation and Infrastructure on September 8, 2011",H.R. 2845
"S. 1547, Export-Import Bank Reauthorization Act of 2011","Mon, 26 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42599,"Cost estimate for the bill as reported by the Senate Committee on Banking, Housing, and Urban Affairs on September 8, 2011
",S. 1547
"H.R. 1263, A bill to amend the Servicemembers Civil Relief Act to provide surviving spouses with certain protections relating to mortgages and mortgage foreclosures","Mon, 26 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42591,"Cost estimate for the bill as ordered reported by the House Committee on Veterans' Affairs on September 8, 2011
",H.R. 1263
"H.R. 2074, Veterans Sexual Assault Prevention and Health Care Enhancement Act","Mon, 26 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42593,"Cost estimate for the bill as ordered reported by the House Committee on Veterans' Affairs on September 8, 2011
",H.R. 2074
"H.R. 2405, Pandemic and All-Hazards Preparedness Reauthorization Act of 2011","Mon, 26 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42594,"Cost estimate for the bill as ordered reported by the House Committee on Energy and Commerce on July 28, 2011",H.R. 2405
"H.R. 1165, Transportation Security Administration Ombudsman Act of 2011","Mon, 26 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42596,"Cost estimate for the bill as ordered reported by the House Committee on Homeland Security on September 21, 2011",H.R. 1165
"H.R. 2250, EPA Regulatory Relief Act of 2011","Fri, 23 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42586,"Cost estimate for the bill as ordered reported by the House Committee on Energy and Commerce on September 21, 2011",H.R. 2250
"H.R. 2681, Cement Sector Regulatory Relief Act of 2011","Fri, 23 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42588,"Cost estimate for the bill as ordered reported by the House Committee on Energy and Commerce on September 21, 2011",H.R. 2681
"H.R. 2302, A bill to amend title 38, United States Code, to direct the Secretary of Veterans Affairs to notify Congress of conferences sponsored by the Department of Veterans Affairs","Fri, 23 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42592,"Cost estimate for the bill as ordered reported by the House Committee on Veterans' Affairs on September 8, 2011",H.R. 2302
"H.R. 2594, European Union Emissions Trading Scheme Prohibition Act of 2011","Fri, 23 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42595,"Cost estimate for the bill as ordered reported by the House Committee on Transportation and Infrastructure on September 8, 2011",H.R. 2594
"H.R. 1158, Montana Mineral Conveyance Act","Thu, 22 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42585,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on July 20, 2011",H.R. 1158
"S. 1542, Child and Family Services Improvement and Innovation Act","Thu, 22 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42590,"Cost estimate for the bill as ordered reported by the Senate Committee on Finance on September 20, 2011",S. 1542
"H.R. 2844, National Women&#039;s History Museum and Federal Facilities Consolidation and Efficiency Act of 2011","Wed, 21 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42589,"Cost estimate for the bill as ordered reported by the House Committee on Transportation and Infrastructure on September 8, 2011",H.R. 2844
"H.R. 2583, Foreign Relations Authorization Act, Fiscal Year 2012","Tue, 20 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42587,"Cost estimate for the bill as ordered reported by the House Committee on Foreign Affairs on July 21, 2011",H.R. 2583
"S. 958, Children&#039;s Hospital GME Support Reauthorization Act of 2011","Mon, 19 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42582,"Cost estimate for the bill as reported by the Senate Committee on Health, Education, Labor, and Pensions on September 12, 2011",S. 958
"H.R. 2005, Combating Autism Reauthorization Act of 2011","Mon, 19 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42583,"Cost estimate for the bill as introduced in the House of Representatives on May 26, 2011",H.R. 2005
"H.R. 2433, Veterans Opportunity to Work Act of 2011","Mon, 19 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42584,"Cost estimate for the bill as ordered reported by the House Committee on Veterans' Affairs on September 8, 2011
",H.R. 2433
"H.R. 2883, Child and Family Services Improvement and Innovation Act","Mon, 19 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42579,"Cost estimate for the bill as ordered reported by the House Committee on Ways and Means on September 14, 2011",H.R. 2883
"H.R. 2146, DATA Act","Fri, 16 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42577,"Cost estimate for the bill as ordered reported by the House Committee on Oversight and Government Reform on June 22, 2011",H.R. 2146
"H.R. 1025, A bill to amend title 38, United States Code, to recognize the service in the reserve components of certain persons by honoring them with status as veterans under law","Fri, 16 Sep 2011 12:00:00 -0400",https://www.cbo.gov/publication/42578,"Cost estimate for the bill as ordered reported by the House Committee on Veterans' Affairs on September 8, 2011",H.R. 1025
